id,category,name,description,instagram,logo_url,members,tiktok,Callink Page,LEAD Center Advisor,reach out,photo path
46046,3,Russian Speaking Student Association,"The Russian Speaking Student Association (RSSA) is a student-run organization at UC Berkeley that strives to highlight the culture and traditions of the Russian-speaking community on our campus. If you are interested in expanding your knowledge of Russian/Eastern European/Central Asian history, culture, and the Russian language by participating in educational and fun social activities, our student organization is the place for you. Speaking fluent Russian is not necessary - everyone is welcome to join us!",,,,,https://callink.berkeley.edu/organization/russianclubthe,LEAD Center Category: Cultural & Identity/International RSO,Join our Telegram chat and follow us on Instagram (@rssa_cal) - we announce all our events there!,sample_data/logo Russian Speaking Student Association.jpg
144536,3,Saudi Arabian Association at Berkeley,,,,,,https://callink.berkeley.edu/organization/SAAB,LEAD Center Category: Cultural & Identity/International RSO,Contact us for more information on how to get involved!,sample_data/logo Saudi Arabian Association at Berkeley.jpg
164863,1,SBC Strategy Consulting [Formerly known as Seed Base Consulting],"SBC Strategy Consulting is a premier student-run management consulting agency that provides business solutions to clients of all growth stages, ranging from seed to Fortune 500 companies. Our members are selected carefully to create a diverse pool of top talent with various academic backgrounds from UC Berkeley. We are on a mission to catalyze student growth and client impact. Our organization aims to provide every member with the unique experience of collaborating with a wide range of clients and delivering insightful research and data-backed recommendations across a multitude of industries. These semester-long engagements are dedicated to creating measurable impact for our clients and members.",,,,,https://callink.berkeley.edu/organization/SBCStrategyConsulting,LEAD Center Category: Professional RSO,Follow us on Instagram @sbcberkeley or check out our website (sbcberkeley.org) for recruitment information.,sample_data/logo SBC Strategy Consulting [Formerly known as Seed Base Consulting].jpg
303802,1,Scholars of Finance,,,,,,https://callink.berkeley.edu/organization/scholarsoffinance,LEAD Center Category: Professional RSO,visit our website for more information,sample_data/logo Scholars of Finance.jpg
132926,1,Science Leadership and Management,,,,,,https://callink.berkeley.edu/organization/SLAM,LEAD Center Category: Professional RSO,Email berkeley.SLAM@gmail.com if you are interested in what we do and want to get involved!,sample_data/logo Science Leadership and Management.jpg
361226,1,Sikh Law Association of Berkeley,"The purpose of this organization is to create a network of Sikh undergraduate prelaw students across campus. Our organization aims to connect Sikh prelaw students at UC Berkeley with Sikh lawyers and Sikh law students in order to help students to gain resources to help them through their legal experiences. Additionally, our organization works with Sikh lawyers to host legal clinics across the bay area in order to provide free legal consultations for the Sikh community regarding issues such as immigration, domestic abuse, and worker rights.",,,,,https://callink.berkeley.edu/organization/sikhassociation,LEAD Center Category: Professional RSO,Contact us through our instagram or our email us.,sample_data/logo Sikh Law Association of Berkeley.jpg
46057,3,Sikh Students Association,"The UC Berkeley Sikh Student Association was formulated over a decade ago with the intention to provide Cal Sikhs a forum for the discussion and advancement of the Sikh faith as well as to educate the greater campus about Sikhi and its many followers. It exists as a medium through which members can perform community service. As an organization, it servs the purpose of engaging non-Sikhs in an ongoing educational dialog. ",,,,,https://callink.berkeley.edu/organization/ucbssa,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Follow us on Instagram @UCBSSA to see when our events are and intern apps for next year!,sample_data/logo Sikh Students Association.jpg
46513,3,Singapore Student Association,"The SSA is a community of Singaporeans and students interested in Singapore culture. We organize activities for leisure and recreation like trips into SF, freshman BBQs and retreats, cultural celebrations like annual Chinese New Year dinners and National Day celebrations, as well as networking and professional events, linking students with companies offering internships and recruiting opportunities in both Singapore and the United States. For the past few years, we have worked hard to increase the student body's awareness of Singapore, brought students together and given a sense of home for many Singaporeans abroad. We continue to aim to be an inclusive and open organization sensitive to the Berkeley and Singaporean community.",,,,,https://callink.berkeley.edu/organization/ssa,LEAD Center Category: Cultural & Identity/International RSO,"Email contactus@ssa.berkeley.edu for more information about SSA, or reach out on Insteagram/Facebook! :)",sample_data/logo Singapore Student Association.jpg
91336,3,Society of Women Engineers,"Society of Women Engineers is an international nonprofit organization. Our objective is to encourage and empower women and non-binary students to reach their full potential as engineers. SWE strives to highlight the achievements and contributions of women and non-binary folks as leaders and engineers. Supporting both students and professionals, SWE consists of over 17,000 members in 90 sections and 300 student sections.",,,,,https://callink.berkeley.edu/organization/societyofwomenengineers,LEAD Center Category: Cultural & Identity/Women Interest RSO,http://swe.berkeley.edu,sample_data/logo Society of Women Engineers.jpg
46610,1,South Asian Business Association,"Our mission is to foster relationships amongst individuals in the Haas MBA community interested in South Asia, through social, cultural and professional events. We strive to unite the entire South Asian region across borders - from India, to Kazakhstan, to Sri Lanka and everywhere in between and beyond. SABA is open to all Haas MBA students and partners.",,,,,https://callink.berkeley.edu/organization/SouthAsianBusinessAssociation,LEAD Center Category: Professional RSO,https://haas.campusgroups.com/saba/contact-us/,sample_data/logo South Asian Business Association.jpg
145622,3,South Indian Society,,,,,,https://callink.berkeley.edu/organization/southindiansociety,LEAD Center Category: Cultural & Identity/International RSO,Visit our Instagram for the latest information on applications. Feel free to email or DM us if you have any questions!,sample_data/logo South Indian Society.jpg
46207,3,Southeast Asian Student Coalition,SASC Mission Statement:,,,,,https://callink.berkeley.edu/organization/SASC,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Check out our social media and communicate your interest with our primary contact.,sample_data/logo Southeast Asian Student Coalition.jpg
160137,2,Space Enterprise at Berkeley,"Co-founded in October 2016, Space Enterprise at Berkeley (SEB) is a student run liquid-fuel rocket team dedicated to achieving spaceflight and developing rocket technologies at University of California, Berkeley.",,,,,https://callink.berkeley.edu/organization/SEBerkeley,LEAD Center Category: Technology RSO,"Come join us at our general meetings! We have no application process or prior knowledge required, just show and get excited about rocketry!",sample_data/logo Space Enterprise at Berkeley.jpg
139699,1,Space Technologies and Rocketry,"The goal of Space Technologies and Rocketry is to create new and innovative technologies for use in high-power  rocketry and other space-related vehicles, and enter associated competitions. ",,,,,https://callink.berkeley.edu/organization/STAR,LEAD Center Category: Professional RSO,Email us at ucberkeleystar@gmail.com,sample_data/logo Space Technologies and Rocketry.jpg
160211,1,Space Technologies at California,"Space Technologies at Cal (STAC) is a student-run engineering organization at the University of California, Berkeley with 60+ highly motivated undergraduate and graduate students focused on developing innovative space technologies and research. We are creating a collaborative student space platform, incorporating multiple research labs and industry partners, to enable research projects such as microgravity experiments, a CubeSat qualifying and testing a quantum gyroscope, an Autonomous Lunar Rover project, space bioengineering for astronaut health, and a jumping robot for exploring lunar landscapes. ",,,,,https://callink.berkeley.edu/organization/stac,LEAD Center Category: Professional RSO,"Check out our linktree at https://linktr.ee/calstac for our Fall 2023 applications and more information, and feel free to find us on Facebook or Instagram for our latest events!",sample_data/logo Space Technologies at California.jpg
361232,2,SpaceForm,"SpaceForm is an organization committed to expanding the frontiers of materials and structures within the aerospace field. Researching, ideating, and building innovative solutions at the forefront of the aerospace industry, SpaceForm aims to promote the advancement of materials, structures, and in-space manufacturing through cutting-edge projects and industry collaborations.",,,,,https://callink.berkeley.edu/organization/spaceform,LEAD Center Category: Technology RSO,TBD,sample_data/logo SpaceForm.jpg
289679,3,Speaker Series: India at Berkeley,The vision of Speaker Series: India at Berkeley is to engage with the rich Indian cultural fabric and tackle the most pressing issues facing the Indian society at large through facilitating conversation at Berkeley,,,,,https://callink.berkeley.edu/organization/SpeakerSeriesIndiaatBerkeley,LEAD Center Category: Cultural & Identity/International RSO,Email: indiaconference@berkeley.edu,sample_data/logo Speaker Series: India at Berkeley.jpg
146260,1,Sports Analytics Group at Berkeley,"Analytics and data science are taking over every part of the billion-dollar sports world. Major sports teams, agencies, and media outlets alike have begun revolutionizing their decision-making strategies across all parts of the industry - not just in how the game is played and how teams are built, but also now touching on everything from biomechanics to brand health. The Sports Analytics Group at Berkeley aims to give members learning and practical experience doing sports analytics work wherever it interests them within our three divisions: Projects, Business, and Data Journalism.",,,,,https://callink.berkeley.edu/organization/sagb,LEAD Center Category: Professional RSO,https://sportsanalytics.berkeley.edu/,sample_data/logo Sports Analytics Group at Berkeley.jpg
91492,1,Sports and Entertainment Law Society,"The mission of the Sports and Entertainment Law Society (SELS) is to educate the Berkeley Law community about legal opportunities and issues in the entertainment and sports industries. SELS also strives to facilitate opportunities for students to network not only with each other, but also with legal professionals in these industries. SELS regularly sponsors many events during the academic year, including both guest lectures and social events. SELS thereby provides a resource for students to connect with alumni and other industry-leading professionals and seek employment opportunities in the sports and entertainment industries.",,,,,https://callink.berkeley.edu/organization/sels,LEAD Center Category: Professional RSO,contact sels@berkeley.edu,sample_data/logo Sports and Entertainment Law Society.jpg
378135,1,Surge - Electric Endurance Motorcycle Team at Berkeley,,,,,,https://callink.berkeley.edu/organization/SurgeElectricEnduranceMotorcycleTeamatBerkeley,LEAD Center Category: Professional RSO,Email our Primary Contact for more info,sample_data/logo Surge - Electric Endurance Motorcycle Team at Berkeley.jpg
361435,1,Sustainable Entrepreneurship at Berkeley,,,,,,https://callink.berkeley.edu/organization/sustainableentrepreneurshipatberkeley,LEAD Center Category: Professional RSO,https://seabberkeley.editorx.io/seabberkeley,sample_data/logo Sustainable Entrepreneurship at Berkeley.jpg
46080,3,Taiwanese American Student Association,"The Taiwanese American Student Association (TASA) is a social and cultural student organization that promotes the integration of Taiwanese and American culture! We aim to create a community that both celebrates Taiwanese culture and fosters an environment that welcomes students from all cultural backgrounds who are interested in all-things Taiwanese or share any interest in the culture! Every semester, we hold biweekly events on Thursdays from 7-9 PM or 8-10 PM PST and host a variety of other opportunities throughout each semester, ranging from different family events to big/little pairings!",,,,,https://callink.berkeley.edu/organization/taiwaneseamericanstudentassociation,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,"Learn more about how to join TASA on our official website, our Facebook page, or our Instagram!",sample_data/logo Taiwanese American Student Association.jpg
46078,3,Taiwanese Student Association,"The purpose of this non-profit organization is to promote general understanding of Taiwanese culture within the student body. Through our events we strive to provide an environment where students from different ethnic backgrounds can come together to appreciate and learn from each other. There are many Taiwanese students in U.C. Berkeley who have just come to the U.S., and it is also one of our main objectives to provide guidance and resources for these students to adapt well to college life here.",,,,,https://callink.berkeley.edu/organization/taiwanesestudentassociation,LEAD Center Category: Cultural & Identity/International RSO,Please email tsa.berkeley@gmail.com for more info!,sample_data/logo Taiwanese Student Association.jpg
60055,1,TAMID Group,Join UC Berkeley’s Chapter of TAMID consulting!,,,,,https://callink.berkeley.edu/organization/TAMID,LEAD Center Category: Professional RSO,Contact Primary Contact,sample_data/logo TAMID Group.jpg
222157,2,Tech + Social Impact,,,,,,https://callink.berkeley.edu/organization/techplussocialimpact,LEAD Center Category: Technology RSO,"If you'd like to be involved with our organization, please email us at techimpactberkeley@gmail.com",sample_data/logo Tech + Social Impact.jpg
360306,3,Thai American Cultural Association,"Interested in learning more about Thai food, culture, and language? Looking to explore the Thai American identity at Cal? Then the Thai American Cultural Association (TACA) is for you! ",,,,,https://callink.berkeley.edu/organization/thai-american-cultural-association,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Take a look at our Facebook (Thai American Cultural Association) or Instagram (@cal_taca) for more info! Feel free to email us at taca.berkeley@gmail.com for more questions.,sample_data/logo Thai American Cultural Association.jpg
326056,1,The Animal Law and Advocacy Project,"The Animal Law and Advocacy Project (ALA) assists supervising attorneys at Animal Partisan to end the suffering of animals in slaughterhouses, farms, and laboratories by discovering, exposing, and challenging unlawful conduct.",,,,,https://callink.berkeley.edu/organization/animallawandadvocacy,LEAD Center Category: Professional RSO,Email our Primary Contact for more info.,sample_data/logo The Animal Law and Advocacy Project.jpg
45888,1,The Berkeley Group,"Established in 2003, The Berkeley Group (TBG) is a professional student group committed to providing pro-bono consulting services to nonprofits and social enterprises in the Bay Area. We work with individual organizations to create solutions to the vital challenges they face in today's society. We believe that helping social sector organizations with business challenges is a unique way to impact the community by providing long-lasting, sustainable effects.",,,,,https://callink.berkeley.edu/organization/theberkeleygroup,LEAD Center Category: Professional RSO,https://theberkeleygroup.org/,sample_data/logo The Berkeley Group.jpg
360427,2,The IT Club at Berkeley,"We aim to address the global e-waste problem by promoting right-to-repair. We also work with universities, corporations, and retailers to repurpose phased-out, RMA'ed, or returned computers to support underserved communities. We also fix computers for free. If you want to work on computers, learn to build your own computer, have a device that needs fixing, or just want to hang out because computers are cool, feel free to join!",,,,,https://callink.berkeley.edu/organization/berkeley-it-club,LEAD Center Category: Technology RSO,https://docs.google.com/document/d/1to0srKd2hh2A1RgboC9T1VZx3ZR4u0_yiVADCtoBd28,sample_data/logo The IT Club at Berkeley.jpg
91802,1,The Wildlife Society at Berkeley,"Wildlife Society is a social and professional club for students fascinated by the natural world. We aim to facilitate a welcoming, interdisciplinary, and environmentally-conscientious community -- supporting anti-racism, representation, and belonging in this historically inequitable field. To this end, we provide a career network and weekly meetings, as well as free and subsidized events, including a diverse array of speakers, service events, and outdoor activities.",,,,,https://callink.berkeley.edu/organization/wildlifesociety,LEAD Center Category: Professional RSO,linktr.ee/calwildlifesociety,sample_data/logo The Wildlife Society at Berkeley.jpg
45947,1,Theta Tau,"The purpose of Theta Tau is to develop and maintain a high standard of professional interest among its members, and to unite them in a strong bond of fraternal fellowship. The goals of the fraternity are to promote the social and professional development of its members during and after their college years. Today, Theta Tau is the oldest and largest professional engineering fraternity in the United States, with a diverse membership of men and women studying engineering at more than 40 campuses, and is the only professional co-ed engineering fraternity at UC Berkeley.

Want to learn more? Check us out!
Website: http://www.calthetatau.com/",,,,,https://callink.berkeley.edu/organization/epsilonengineersofberkeleythetatau,LEAD Center Category: Professional RSO,Visit our website calthetatau.com to learn more!,sample_data/logo Theta Tau.jpg
219820,1,Toastmasters on Campus,"Toastmasters has been the world leader in teaching public speaking since 1924. Meetings are an enjoyable, self-paced course designed to get you up and running as a speaker.",,,,,https://callink.berkeley.edu/organization/Toastmasters,LEAD Center Category: Professional RSO,https://berkeley.toastmastersclubs.org/,sample_data/logo Toastmasters on Campus.jpg
236021,1,Toppa at Berkeley,Are you an East Asian student aspiring to become a future leader in the tech industry? Come check us out! ,,,,,https://callink.berkeley.edu/organization/TOPPA,LEAD Center Category: Professional RSO,Check out the application at https://toppa.berkeley.edu/!,sample_data/logo Toppa at Berkeley.jpg
91979,1,Traders at Berkeley,"Traders at Berkeley is UC Berkeley's premier undergraduate quantitative finance club dedicated to hosting an inter-collegiate trading competition, teaching an introductory DeCal course on quantitative finance, and connecting with industry professionals.",,,,,https://callink.berkeley.edu/organization/traders,LEAD Center Category: Professional RSO,"Every semester, Traders at Berkeley is looking for motivated students interested in programming, statistics, or other STEM fields to apply to join its DeCal: Introduction to Quantitative Finance (CS 198). Students will be considered for membership into the club at the time of their application to the DeCal and/or upon successful completion of the DeCal. Once a year, Traders also hosts the Berkeley Trading Competition, open to university students all over the world, and we invite you to apply. More information on the DeCal application as well as the Berkeley Trading Competition Application can be found on our website at https://traders.berkeley.edu/",sample_data/logo Traders at Berkeley.jpg
320216,1,TransferMD@Berkeley,,,,,,https://callink.berkeley.edu/organization/transfermd,LEAD Center Category: Professional RSO,"TransferMD is all-inclusive towards any student who identifies with our target population. As such, there is no application to join. Rather, be on the lookout for our booth at Calapalooza, and be sure to join one of the org's info sessions at the beginning of the semester. In the meantime, join our social media group @transfermd on Instagram.",sample_data/logo TransferMD@Berkeley.jpg
91563,3,Turkish Student Association at Berkeley,"Our organization is unique in bringing together Turkish members of the Berkeley community and promoting an environment for dialog between graduate and undergraduate students within the Turkish community. We are showing effort to keep the Turkish community at Berkeley intact and making sure that we help one another in times of need. We organize professional development events, kickbacks and networking events in order to ensure compatibility and communication within the Turkish community at Berkeley, and to help grow the opportunities of Turkish people at Berkeley.",,,,,https://callink.berkeley.edu/organization/turkishstudentassociation,LEAD Center Category: Cultural & Identity/International RSO,Please Contact the Primary Contact,sample_data/logo Turkish Student Association at Berkeley.jpg
361230,3,Ukrainian Club of Berkeley,"The Ukrainian Club of Berkeley is at the forefront of uniting members of the UC Berkeley community who stand with Ukraine and those who want to learn more about Ukraine, history and culture or who identifies her/himself as Ukrainian. ",,,,,https://callink.berkeley.edu/organization/ukrainianclubofberkeley,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Email our primary contact for more information.,sample_data/logo Ukrainian Club of Berkeley.jpg
334370,1,Undergraduate Business Group,"UBG is a group of diverse students in the Berkeley business community dedicated to helping our members accomplish their professional goals in investment banking, consulting, technology, and quantitative trading, as well as personal goals. Develop professionally with our extensive mentorship and resources and forge lifelong relationships with members of our connected community.",,,,,https://callink.berkeley.edu/organization/berkeleyubg,LEAD Center Category: Professional RSO,https://www.berkeleyubg.org/,sample_data/logo Undergraduate Business Group.jpg
46094,1,Undergraduate Finance Association|Undergraduate Management Consulting Group,"Our mission is to serve as a primary contact point on campus for investment banks and management consulting firms. With our strong industry relationships, we strive to bridge the gap between students and top firms by organizing some of the largest and most successful recruiting and informational events and workshops on campus",,,,,https://callink.berkeley.edu/organization/ufa_umcg,LEAD Center Category: Professional RSO,Contact Primary Contact,sample_data/logo Undergraduate Finance Association|Undergraduate Management Consulting Group.jpg
301958,1,Undergraduate Moot Court Team,Moot court is a student organization that simulates appellate advocacy and persuasive brief writing. The ultimate aim of moot court is to help undergraduate students prepare for law school and learn valuable legal advocacy and writing skills. The American Moot Court Association (AMCA) releases a case problem on the 1st of May each year. The case problem for the 2023-24 year is linked here: https://static1.squarespace.com/static/5b660749620b85c6c73e5e61/t/644fa125e22fd95fbe224a4e/1682940198004/2023-24+AMCA+Case+May+1+2023+Version.pdf,,,,,https://callink.berkeley.edu/organization/mootcourt,LEAD Center Category: Professional RSO,"Contact us through Cal Link or visit us at Calapalooza, or follow our Instagram page: @berkeleymootcourt",sample_data/logo Undergraduate Moot Court Team.jpg
377196,1,Undergraduate Private Equity Club at Berkeley,"Welcome to the Undergraduate Private Equity Club at Berkeley – your gateway to unlocking the world of private equity! We are thrilled to present an inclusive platform that seeks to demystify the complexities of this dynamic field, making it accessible to all aspiring students. Our mission is to equip Berkeley students with the technical knowledge, recruiting assistance, and skill-building opportunities needed to excel in the exciting realm of private equity.",,,,,https://callink.berkeley.edu/organization/UndergraduatePrivateEquityClubatBerkeley,LEAD Center Category: Professional RSO,https://linktr.ee/undergraduateprivateequityclub,sample_data/logo Undergraduate Private Equity Club at Berkeley.jpg
46098,1,Undergraduate Real Estate Club,The purposes of this organization are: to increase awareness of the real estate industry; to provide a network for students interested in the real estate industry; to function as a representative organization of the undergraduate student body interested in real estate at the University of California at Berkeley campus.,,,,,https://callink.berkeley.edu/organization/urec,LEAD Center Category: Professional RSO,"View our website for an inquiry form, or get in touch with our primary contact.",sample_data/logo Undergraduate Real Estate Club.jpg
145707,3,Undergraduate Women in Economics at Berkeley,UWEB is an esteemed organization dedicated to fostering the integration of academic resources in economics with professional development. Our mission centers on providing exceptional opportunities for enthusiastic students to engage in practical learning experiences.,,,,,https://callink.berkeley.edu/organization/uweb,LEAD Center Category: Cultural & Identity/Women Interest RSO,Email our Primary Contact for more information,sample_data/logo Undergraduate Women in Economics at Berkeley.jpg
92048,3,Underground Scholars Initiative,"The Underground Scholars Initiative (USI) was created to support all prospective and current UC Berkeley students impacted by issues of mass incarceration, imprisonment, and detainment of any kind.",,,,,https://callink.berkeley.edu/organization/USI,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,"Please reach out using the contact form included on this page. We will respond to your inquiry within 3 days. If you do not hear from someone within that time frame, please make a second attempt to contact us. Thank you for your interest!",sample_data/logo Underground Scholars Initiative.jpg
156531,1,Underwater Robotics at Berkeley,"Underwater Robotics at Berkeley is a student led, engineering team on campus that participates in intercollegiate underwater robotics competitions, RoboSub and MATE. ",,,,,https://callink.berkeley.edu/organization/urobotics,LEAD Center Category: Professional RSO,"Join here: https://urobotics.berkeley.edu/apply/, email primary contact for more info",sample_data/logo Underwater Robotics at Berkeley.jpg
378994,1,UndocuStudents at Berkeley Law,,,,,,https://callink.berkeley.edu/organization/UndocuStudentsatBerkeleyLaw,LEAD Center Category: Professional RSO,To be completed by student leader upon registration,sample_data/logo UndocuStudents at Berkeley Law.jpg
91538,3,UNITY Resource Center,The UNITY Theme Program is a living-learning community designed to promote identity exploration and community engagement for students (primarily new UC Berkeley students) through a lens of gender and sexual diversity. ,,,,,https://callink.berkeley.edu/organization/unityresourcecenter,LEAD Center Category: Cultural & Identity/LGBTQ+ RSO,"For a more in-depth look at the program, please visit us athttps://reslife.berkeley.edu/academics/theme-programs/unity-house-theme-program/ . If you have additional questions about living arrangements, please email Residential Life at themeprograms@berkeley.edu. For questions about the UNITY Theme Program (such as program requirements, application process, seminar, etc.), contact the program directly by emailing the UNITY Theme Program at unitytp@berkeley.edu.",sample_data/logo UNITY Resource Center.jpg
377388,1,Universal Business League,,,,,,https://callink.berkeley.edu/organization/UniversalBusinessLeague,LEAD Center Category: Professional RSO,To be completed by student leader upon registration,sample_data/logo Universal Business League.jpg
137564,1,Unmanned Aerial Vehicles at Berkeley,"We are a student organization dedicated to experimenting with and demonstrating the newest technologies available to aeronautics. Founded in 2015, we have designed, built, and tested drones over a large range of sizes and applications. These engineering challenges have strengthened our understanding of autonomous flight software, novel composite materials, mechatronics, and electric aircraft propulsion. Those who have a deep passion for tackling tough design challenges and experiencing the thrill of their efforts contributing to a drone flight are welcome to join us.",,,,,https://callink.berkeley.edu/organization/uavsatberkeley,LEAD Center Category: Professional RSO,Please visit our website uav.berkeley.edu and follow instructions on how to join there.,sample_data/logo Unmanned Aerial Vehicles at Berkeley.jpg
157460,1,UpSync,"UpSync is a student-run, non-profit management consulting organization. We work with technology companies to help students reach success in non-technical career development. We partner with these corporations to form interdisciplinary consulting teams and develop strategic recommendations to provide answers to the tech industry’s most pressing problems.",,,,,https://callink.berkeley.edu/organization/upsync,LEAD Center Category: Professional RSO,Check out our website for information about how to get involved!,sample_data/logo UpSync.jpg
358436,2,UX @ Berkeley,"If you want to design technology, join UX @ Berkeley! This is a space dedicated to teaching the principles of user-centered design: using research to guide the creation of products. Here, we will teach you how to design you own apps and websites using emerging design principles. With these projects, you will form a high-level portfolio meant to help you get User Experience Designer/Researcher internships and entry-level positions. You will also receive design and career advice from tech industry professionals. ",,,,,https://callink.berkeley.edu/organization/uxatberkeley,LEAD Center Category: Technology RSO,https://linktr.ee/uxab,sample_data/logo UX @ Berkeley.jpg
146417,1,Valley Consulting Group,Valley Consulting Group aims to provide students interested in the intersection of business and technology an opportunity to engage in real-world consulting projects with leading Silicon Valley technology companies.,,,,,https://callink.berkeley.edu/organization/valleyconsultinggroup,LEAD Center Category: Professional RSO,recruit@vcg.berkeley.edu,sample_data/logo Valley Consulting Group.jpg
116172,1,Venture Capital at Berkeley,"We are a student-run organization that aims to develop students' interest in venture capital and startup activity on campus. Our professional work includes partnering with the on-campus fund Courtyard Ventures, working with VCs in a VC Fellowship, running a Venture Capital Decal and organizing and maintaining connections across the Bay Area startup ecosystem. ",,,,,https://callink.berkeley.edu/organization/BVC,LEAD Center Category: Professional RSO,info@berkeleyvc.org,sample_data/logo Venture Capital at Berkeley.jpg
91857,1,Venture Strategy Solutions Consulting,"Venture Strategy Solutions (Venture) at Berkeley is a strategy consulting group that works with high-growth startups. Past clients include Lime, Bright Machines, Niantic (creators of Pokémon Go), and more! We focus on creating actionable and impactful recommendations for the clients we work with. We also prepare our members for careers in a variety of fields including consulting, tech, start-ups, and finance. ",,,,,https://callink.berkeley.edu/organization/Venture,LEAD Center Category: Professional RSO,If you are interested in getting involved we recommend you come out to our events in the fall. Information about our events can be found on our instagram @BerkeleyVenture or website https://www.berkeleyvss.com/,sample_data/logo Venture Strategy Solutions Consulting.jpg
360313,2,Vertical Farming at Berkeley,"The Vertical Farming Club at UC Berkeley is a student-led organization dedicated to developing sustainable and innovative solutions to address global food insecurity and environmental challenges. The club's mission is to create a technology that can revolutionize the way food is grown, produced, and distributed, with a focus on vertical farming.",,,,,https://callink.berkeley.edu/organization/verticalfarmingatberkeley,LEAD Center Category: Technology RSO,vfberkeley.org,sample_data/logo Vertical Farming at Berkeley.jpg
375789,2,Vertical Takeoff or Landing at Berkeley,VTOL at Berkeley fosters engineering and business skills among students through hands-on eVTOL aircraft development and business management.,,,,,https://callink.berkeley.edu/organization/VTOL,LEAD Center Category: Technology RSO,To be completed by student leader upon registration,sample_data/logo Vertical Takeoff or Landing at Berkeley.jpg
46104,3,Vietnamese Student Association,"Longing for their homeland, a group of immigrant Vietnamese students at UC Berkeley joined forces and created the Vietnamese Student Association in 1979.",,,,,https://callink.berkeley.edu/organization/calvsa,LEAD Center Category: Cultural & Identity/International RSO,Join our Discord community (tinyurl.com/calvsadiscord) and check out our Facebook page (@CalVSABerkeley) or Instagram (@cal_vsa) for more updates on our events and how to get involved in our organization!,sample_data/logo Vietnamese Student Association.jpg
85779,3,VISION,"VISION, a mentorship program under Vietnamese Student Association at the University of California, Berkeley, recognizes and understands the significance of the historical, cultural and contemporary issues the Vietnamese and Vietnamese American communities face. VISION aims to foster and encourage high school students to take away what they learn and gain from our program to become leaders of their own communities. Fundamentally, VISION empowers students to embrace their individual identities as well as the heritage of the Vietnamese culture.",,,,,https://callink.berkeley.edu/organization/vision,LEAD Center Category: Cultural & Identity/International RSO,Kristina Nguyen & Michelle Ly,sample_data/logo VISION.jpg
58744,1,Vision Development Club of Berkeley,"A professional student organization at the UCB Optometry that aims to promote awareness of all aspects of vision therapy early in the optometric education, including perceptual training, accommodative and vergence training, sports vision, traumatic brain injury and stroke rehabilitation. Other aspects involve guest speakers and advice into creating a vision therapy practice and incorporating vision therapy to various optometric settings. Guest speakers experienced in the field will be brought to UCBSO for presentations to provide information about COVD, OEP, and other related educational meetings and conferences.",,,,,https://callink.berkeley.edu/organization/gavdc,LEAD Center Category: Professional RSO,Please reach out to one of the current board members to find out when our next meeting is and to be added to our email list.,sample_data/logo Vision Development Club of Berkeley.jpg
378157,3,Wasians at Berkeley,"Wasians at Berkeley brings together the vast and diverse Wasian community across campus. This will connect Wasians across grade levels and ethnicities to examine the interconnectedness of white and asian identity. We will learn more about each others’ unique heritage, because although we are mixed, Wasians come from different backgrounds and parts of the world- different parts of Asia, different hometowns, and different experiences with our parents. We want to bring everyone together to celebrate and bond over our shared culture. It is also a great opportunity to bond, socialize, and make new friends in the Cal community.",,,,,https://callink.berkeley.edu/organization/WasiansatBerkeley,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Check out our instagram: @wasiansatberkeley for information about how to join!,no logo
236834,2,Web Design and Development at Berkeley,"The purpose of Web Design and Development at Berkeley is to provide students with educational resources for creating materials for the web. This includes (1) web design — user experiences and interfaces, graphic design, and prototyping, as well as (2) web development — front-end engineering using HTML/CSS/JS, both of which are for programs that are not provided by the university. We solely focus on web-related design and development and work towards building a strong foundation in our members— regardless of experience.",,,,,https://callink.berkeley.edu/organization/wdd,LEAD Center Category: Technology RSO,The application for Fall 2023 will be open soon— keep updated at https://webdesigndecal.github.io to find out more about FA23 Enrollment!,sample_data/logo Web Design and Development at Berkeley.jpg
319850,2,Web Development at Berkeley,"Web Development at Berkeley is UC Berkeley's first web development and design-focused organization, bringing full-stack web development education and hands-on industry development and design experience to UC Berkeley students. We have three initiatives, education, training, and industry. In our education initiative, we run a 3-unit DeCal called the Introduction to Full Stack Development Decal designed for students of all experience levels. Our training initiative consists of a semester-long bootcamp where rising developers and designers will build, design, and deliver several web applications to hone their development, design, and teamwork skills. Our industry initiative connects experienced developers and designers with various companies to complete a real-world software project that will end up in the hands of users. WDB unrelentingly upholds an inclusive and friendly culture where everyone can learn, grow, and flourish together.",,,,,https://callink.berkeley.edu/organization/webdev,LEAD Center Category: Technology RSO,We have an application process consisting of a written application and an interview process. Written applications will open in Fall and will be available on our website!,sample_data/logo Web Development at Berkeley.jpg
